Time,Value,Call Sum (in K),Put Sum (in K),Difference (in K),Call Boundary (in K),Put Boundary (in K),Call ITM,Put ITM
10:01:20,32958.8,95.2,30.3,64.9,25.5,19.3,0.0,0.3
